0	0	1287503727.0
0	1	1287411463.0
0	2	1287330123.0
0	3	1287314765.0
0	4	1287226242.0
0	5	1286899083.0
0	6	1286892131.0
0	1	1286883880.0
0	7	1286870240.0
0	1	1286867943.0
0	8	1286814088.0
0	9	1286799680.0
0	10	1286799642.0
0	11	1286719237.0
0	12	1286716634.0
0	13	1286704024.0
0	14	1286639470.0
0	15	1286634427.0
0	16	1286631566.0
0	16	1286631365.0
0	17	1286629523.0
0	18	1286559423.0
0	19	1286545717.0
0	20	1286545548.0
0	21	1286545432.0
0	22	1286545382.0
0	23	1286529867.0
0	24	1286467668.0
0	25	1286464690.0
0	26	1286459911.0
0	27	1286456521.0
0	28	1286454708.0
0	29	1286453684.0
0	8	1286436460.0
0	1	1286378734.0
0	30	1286291499.0
0	31	1286290951.0
0	1	1286266235.0
0	6	1286174761.0
0	32	1286115709.0
0	33	1286029282.0
0	34	1285955323.0
0	6	1285914999.0
0	35	1285860202.0
0	36	1285688827.0
0	1	1285570321.0
0	37	1285490625.0
0	38	1285351254.0
0	1	1285335133.0
0	6	1285311537.0
0	39	1285169617.0
0	6	1285165467.0
0	6	1285070628.0
0	40	1285006642.0
0	41	1284653079.0
0	1	1284563053.0
0	42	1284376666.0
0	43	1284372026.0
0	44	1284311583.0
0	45	1284281395.0
0	46	1284216498.0
0	47	1284199993.0
0	48	1284199527.0
0	49	1284027724.0
0	50	1284013557.0
0	1	1283936299.0
0	1	1283864912.0
0	1	1283847169.0
0	51	1283702837.0
0	32	1283607160.0
0	52	1283541273.0
0	53	1283444910.0
0	54	1283351793.0
0	32	1283274495.0
0	1	1283242741.0
0	6	1283173045.0
0	55	1283149025.0
0	56	1283098261.0
0	32	1283005677.0
0	51	1282994171.0
0	57	1282936130.0
0	58	1282934457.0
0	59	1282834052.0
0	55	1282803096.0
0	40	1282752586.0
0	1	1282733944.0
0	51	1282672988.0
0	60	1282642400.0
0	1	1282638413.0
0	6	1282545949.0
0	32	1282385400.0
0	61	1282243748.0
0	62	1282226349.0
0	63	1282222289.0
0	64	1282220456.0
0	65	1282172771.0
0	66	1282162323.0
0	67	1282150142.0
0	68	1282125397.0
0	69	1282067775.0
0	70	1282060131.0
0	71	1282052775.0
0	1	1282048765.0
0	72	1281795499.0
0	73	1281774431.0
0	1	1281694247.0
0	1	1281625212.0
0	1	1281599454.0
0	55	1281336160.0
0	74	1281263860.0
0	39	1281114403.0
0	75	1281104962.0
0	1	1281020481.0
0	1	1280919113.0
0	6	1280834836.0
0	76	1280768914.0
0	56	1280602489.0
0	6	1280566389.0
0	77	1280512184.0
0	59	1280419147.0
0	60	1280395436.0
0	61	1280133437.0
0	78	1280122603.0
0	78	1280082903.0
0	78	1280067387.0
0	79	1279734044.0
0	78	1279719574.0
0	61	1279708707.0
0	80	1279648883.0
